taxa	log2fold_1hr
Phvul.001G064000.1	0
Phvul.001G064100.1	0
Phvul.001G064200.1	0
Phvul.001G064300.1	-0.92
Phvul.001G064400.1	0
Phvul.001G064500.1	1.87
Phvul.001G064600.1	0
Phvul.001G064700.1	1.81
Phvul.001G064800.1	0
Phvul.001G064900.1	0
Phvul.001G065000.1	0
Phvul.001G065100.1	0
Phvul.001G065200.1	0
Phvul.001G065300.1	0
Phvul.001G065400.1	0
Phvul.001G065500.1	0
Phvul.001G0656001.1	0
Phvul.001G0656000.1	0
Phvul.001G065700.1	0
Phvul.001G065800.1	0
Phvul.001G065900.1	0
Phvul.001G066000.1	0
Phvul.001G066100.1	0
Phvul.001G066200.1	-0.53
Phvul.001G066300.1	0
Phvul.001G066400.1	0
Phvul.001G066500.1	0
Phvul.001G066600.1	0
Phvul.001G066700.1	0
Phvul.001G066800.1	0
Phvul.001G066900.1	0
Phvul.001G067000.1	0
Phvul.001G067100.1	0
Phvul.001G067200.1	0
Phvul.001G067300.1	0
Phvul.001G067400.1	0.97
Phvul.001G067500.1	0
Phvul.001G067600.1	0
Phvul.001G067700.1	0
Phvul.001G067800.1	0
Phvul.001G067900.1	0
Phvul.001G0680000.1	0
Phvul.001G0680001.1	0
Phvul.001G068100.1	0
Phvul.001G068200.1	0
Phvul.001G068300.1	0
Phvul.001G068400.1	0
Phvul.001G068500.1	0.9
Phvul.001G068600.1	0
Phvul.001G068700.1	0
Phvul.001G068800.1	1.47
Phvul.001G068900.1	0
Phvul.001G069000.1	1.15
Phvul.001G069100.1	0
Phvul.001G069200.1	0
Phvul.001G069300.1	1.05
Phvul.001G069400.1	0
Phvul.001G069500.1	0
Phvul.001G069600.1	0.86
Phvul.001G069700.1	0
Phvul.001G069800.1	0
Phvul.001G069900.1	0
Phvul.001G070000.1	0
Phvul.001G070100.1	0
Phvul.001G070200.1	0
Phvul.001G070300.1	0
Phvul.001G070400.1	0
Phvul.001G070500.1	0
Phvul.001G070600.1	0
Phvul.001G070700.1	0
Phvul.001G070800.1	0
Phvul.001G070900.1	0
Phvul.001G071000.1	0
Phvul.001G071100.1	4
Phvul.001G071200.1	4
Phvul.001G071300.1	1.12
Phvul.001G071400.1	0
Phvul.001G071500.1	2.18
Phvul.001G071600.1	0
Phvul.001G071700.1	0
Phvul.001G071800.1	0
Phvul.001G071900.1	0
Phvul.001G072000.1	0
Phvul.001G072100.1	-0.89
Phvul.001G072200.1	0
Phvul.001G072300.1	0
Phvul.001G072400.1	0
Phvul.001G072500.1	0
Phvul.001G072600.1	0
Phvul.001G0727001.1	0
Phvul.001G0727000.1	0
Phvul.001G072800.1	0
Phvul.001G072900.1	0
Phvul.001G073000.1	0
Phvul.001G073100.1	0
Phvul.001G0732001.1	0
Phvul.001G0732000.1	0
Phvul.001G073300.1	-0.95
Phvul.001G073400.1	0
Phvul.001G073500.1	0
Phvul.001G073600.1	0
Phvul.001G073700.1	0.67
Phvul.001G073800.1	-1.12
Phvul.001G073900.1	0
Phvul.001G074000.1	0
Phvul.001G074100.1	0
Phvul.001G074200.1	0
Phvul.001G074300.1	-0.55
Phvul.001G074400.1	0
Phvul.001G074500.1	0
Phvul.001G074600.1	0
Phvul.001G074700.1	0
Phvul.001G074800.1	0
Phvul.001G074900.1	0
Phvul.001G075000.1	1.05
Phvul.001G075100.1	0.94
Phvul.001G075200.1	0
Phvul.001G075300.1	0
Phvul.001G075400.1	0.58
Phvul.001G075500.1	1.53
Phvul.001G075600.1	1.57
Phvul.001G075700.1	0
Phvul.001G075800.1	0
Phvul.001G075900.1	0
Phvul.001G076000.1	0
Phvul.001G076100.1	2.2
Phvul.001G076200.1	0.99
Phvul.001G076300.1	0
Phvul.001G076400.1	0
Phvul.001G076500.1	0
Phvul.001G076600.1	0
Phvul.001G076700.1	2
Phvul.001G076800.1	0
Phvul.001G076900.1	0
Phvul.001G077000.1	0
Phvul.001G077100.1	0.61
Phvul.001G0772001.1	0
Phvul.001G0772000.1	0
Phvul.001G077300.1	0
Phvul.001G077400.1	0
Phvul.001G077500.1	0
Phvul.001G077600.1	0
Phvul.001G077700.1	0
Phvul.001G0778000.1	0
Phvul.001G0778001.1	0
Phvul.001G077900.1	0
Phvul.001G078000.1	0
Phvul.001G078100.1	0
Phvul.001G078200.1	0
Phvul.001G078300.1	0
Phvul.001G078400.1	1.08
Phvul.001G078500.1	0.74
Phvul.001G078600.1	0
Phvul.001G078700.1	0
Phvul.001G078800.1	0
Phvul.001G078900.1	0
Phvul.001G079000.1	0
Phvul.001G079100.1	0
Phvul.001G079200.1	0
Phvul.001G079300.1	0
Phvul.001G079400.1	-0.49
Phvul.001G079500.1	0
Phvul.001G079600.1	0
Phvul.001G079700.1	-0.69
Phvul.001G079800.1	0
Phvul.001G079900.1	0
Phvul.001G080000.1	0
Phvul.001G080100.1	0
Phvul.001G080200.1	0
Phvul.001G0803000.1	0
Phvul.001G0803001.1	0
Phvul.001G080400.1	0
Phvul.001G080500.1	0
Phvul.001G080600.1	0
Phvul.001G080700.1	0
Phvul.001G080800.1	-0.7
Phvul.001G080900.1	0
Phvul.001G081000.1	0
Phvul.001G081100.1	0
Phvul.001G081200.1	0
Phvul.001G081300.1	0
Phvul.001G081400.1	0
Phvul.001G081500.1	0
Phvul.001G081600.1	0
Phvul.001G081700.1	0
Phvul.001G081800.1	0
Phvul.001G081900.1	0
Phvul.001G082000.1	0
Phvul.001G082100.1	0
Phvul.001G082200.1	0
Phvul.001G082300.1	0
Phvul.001G082400.1	0
Phvul.001G0825001.1	0
Phvul.001G0825000.1	0.79
Phvul.001G082600.1	0
Phvul.001G082700.1	0
Phvul.001G082800.1	0
Phvul.001G082900.1	-0.65
Phvul.001G083000.1	0
Phvul.001G083100.1	-0.67
Phvul.001G083200.1	0
Phvul.001G083300.1	-0.94
Phvul.001G083400.1	0
Phvul.001G083500.1	0
Phvul.001G083600.1	0
Phvul.001G083700.1	0
Phvul.001G083800.1	0
Phvul.001G083900.1	0
Phvul.001G084000.1	0
Phvul.001G084100.1	0
Phvul.001G084200.1	1.03
Phvul.001G084300.1	0
Phvul.001G084400.1	0
Phvul.001G084500.1	0
Phvul.001G0846000.1	0
Phvul.001G0846002.1	0
Phvul.001G084700.1	0
Phvul.001G084800.1	0
Phvul.001G0849001.1	0
Phvul.001G0849000.1	0
Phvul.001G085000.1	0
Phvul.001G0851000.1	0
Phvul.001G0851001.1	0
Phvul.001G085200.1	0
Phvul.001G085300.1	0
Phvul.001G085400.1	0
Phvul.001G085500.1	-0.69
Phvul.001G085600.1	0
Phvul.001G085700.1	0
Phvul.001G085800.1	0
Phvul.001G085900.1	0
Phvul.001G086000.1	0
Phvul.001G086100.1	0
Phvul.001G086200.1	-1.16
Phvul.001G086300.1	0
Phvul.001G086400.1	0
Phvul.001G086500.1	0
Phvul.001G086600.1	0
Phvul.001G086700.1	0
Phvul.001G086800.1	0
Phvul.001G086900.1	0
Phvul.001G087000.1	-0.94
Phvul.001G087100.1	0.68
Phvul.001G087200.1	0
Phvul.001G087300.1	-1.35
Phvul.001G087400.1	0
Phvul.001G087500.1	0
Phvul.001G087600.1	0
Phvul.001G087700.1	0
Phvul.001G087800.1	0
Phvul.001G087900.1	0
Phvul.001G088000.1	0
Phvul.001G088100.1	0
Phvul.001G088200.1	1.45
Phvul.001G088300.1	0
Phvul.001G088400.1	0
Phvul.001G088500.1	0
Phvul.001G088600.1	0
Phvul.001G088700.1	0
Phvul.001G088800.1	0
Phvul.001G088900.1	0
Phvul.001G0890001.1	0
Phvul.001G0890002.1	0
Phvul.001G0890000.1	0
Phvul.001G089100.1	0
Phvul.001G089200.1	0
Phvul.001G089300.1	0
Phvul.001G089400.1	0
Phvul.001G089500.1	0
Phvul.001G089600.1	0
Phvul.001G089700.1	0
Phvul.001G089800.1	-1.22
Phvul.001G089900.1	0
Phvul.001G090000.1	0
Phvul.001G090100.1	0
Phvul.001G090200.1	0
Phvul.001G090300.1	0
Phvul.001G090400.1	0
Phvul.001G090500.1	0
Phvul.001G090600.1	0
Phvul.001G090700.1	0
Phvul.001G090800.1	0
Phvul.001G090900.1	0
Phvul.001G091000.1	1.67
Phvul.001G091100.1	0.55
Phvul.001G091200.1	0
Phvul.001G091300.1	0
Phvul.001G091400.1	-0.64
Phvul.001G091500.1	0
Phvul.001G091600.1	0
Phvul.001G091700.1	0
Phvul.001G091800.1	0
Phvul.001G091900.1	0
Phvul.001G092000.1	1.04
Phvul.001G092100.1	0
Phvul.001G092200.1	0
Phvul.001G092300.1	0
Phvul.001G092400.1	0
Phvul.001G092500.1	0
Phvul.001G092600.1	0.78
Phvul.001G092700.1	1.43
Phvul.001G092800.1	0
Phvul.001G092900.1	0
Phvul.001G093000.1	0
Phvul.001G093100.1	0
Phvul.001G093200.1	0
Phvul.001G093300.1	0
Phvul.001G093400.1	0
Phvul.001G093500.1	0
Phvul.001G093600.1	0
Phvul.001G093700.1	0
Phvul.001G093800.1	0
Phvul.001G093900.1	0.5
Phvul.001G094000.1	0
Phvul.001G094100.1	0
Phvul.001G094200.1	0
Phvul.001G094300.1	-0.7
Phvul.001G094400.1	0
Phvul.001G094500.1	0
Phvul.001G094600.1	0
Phvul.001G094700.1	0
Phvul.001G0948000.1	0
Phvul.001G0948001.1	0
Phvul.001G094900.1	0
Phvul.001G095000.1	0
Phvul.001G095100.1	0
Phvul.001G095200.1	0
Phvul.001G0953001.1	0
Phvul.001G0953000.1	0
Phvul.001G095400.1	0
Phvul.001G095500.1	0
Phvul.001G095600.1	0
Phvul.001G095700.1	0
Phvul.001G0958000.1	0
Phvul.001G0958001.1	0
Phvul.001G095900.1	0
Phvul.001G096000.1	0
Phvul.001G096100.1	0
Phvul.001G096200.1	0
Phvul.001G096300.1	1.42
Phvul.001G096400.1	0
Phvul.001G096500.1	0
Phvul.001G096600.1	0
Phvul.001G096700.1	0
Phvul.001G0968000.1	0
Phvul.001G0968001.1	0
Phvul.001G096900.1	0
Phvul.001G097000.1	0
Phvul.001G097100.1	0
Phvul.001G097200.1	1.1
Phvul.001G097300.1	0
Phvul.001G097400.1	0
Phvul.001G097500.1	0
Phvul.001G0976001.1	0
Phvul.001G0976000.1	0
Phvul.001G097700.1	0
Phvul.001G097800.1	0
Phvul.001G097900.1	0
Phvul.001G098000.1	0
Phvul.001G098100.1	0
Phvul.001G098200.1	0
Phvul.001G098300.1	0
Phvul.001G098400.1	0
Phvul.001G098500.1	0
Phvul.001G098600.1	0
Phvul.001G098700.1	0.68
Phvul.001G0988001.1	0
Phvul.001G0988000.1	0
Phvul.001G098900.1	0
Phvul.001G099000.1	0
Phvul.001G099100.1	0
Phvul.001G099200.1	0
Phvul.001G099300.1	0
Phvul.001G099400.1	0
Phvul.001G099500.1	0
Phvul.001G099600.1	0
Phvul.001G099700.1	0
Phvul.001G0998000.1	0
Phvul.001G0998001.1	0
Phvul.001G099900.1	0
Phvul.001G100000.1	0
Phvul.001G100100.1	0
Phvul.001G100200.1	0.71
Phvul.001G100300.1	0
Phvul.001G100400.1	0
Phvul.001G100500.1	0
Phvul.001G100600.1	0
Phvul.001G100700.1	0
Phvul.001G100800.1	0
Phvul.001G100900.1	0
Phvul.001G101000.1	0
Phvul.001G101100.1	0
Phvul.001G101200.1	0
Phvul.001G101300.1	-0.74
Phvul.001G101400.1	0
Phvul.001G101500.1	0
Phvul.001G101600.1	0
Phvul.001G101700.1	0
Phvul.001G101800.1	0
Phvul.001G101900.1	0
Phvul.001G102000.1	0
Phvul.001G102100.1	0
Phvul.001G102200.1	0
Phvul.001G102300.1	0.53
Phvul.001G102400.1	0
Phvul.001G102500.1	0
Phvul.001G102600.1	0
Phvul.001G102700.1	0
Phvul.001G102800.1	0
Phvul.001G102900.1	0
Phvul.001G103000.1	0
Phvul.001G103100.1	0
Phvul.001G103200.1	0.76
Phvul.001G103300.1	0
Phvul.001G103400.1	0
Phvul.001G103500.1	0
Phvul.001G1036000.1	1.32
Phvul.001G1036001.1	1.05
Phvul.001G103700.1	0
Phvul.001G103800.1	0
Phvul.001G103900.1	0
Phvul.001G104000.1	0
Phvul.001G104100.1	0
Phvul.001G104200.1	0
Phvul.001G104300.1	0
Phvul.001G104400.1	0
Phvul.001G104500.1	0
Phvul.001G104600.1	0
Phvul.001G104700.1	0
Phvul.001G104800.1	0
Phvul.001G104900.1	0
Phvul.001G105000.1	0
Phvul.001G1051000.1	0
Phvul.001G1051001.1	0
Phvul.001G105200.1	0
Phvul.001G105300.1	0
Phvul.001G105400.1	-1.03
Phvul.001G105500.1	-0.71
Phvul.001G105600.1	0
Phvul.001G105700.1	0
Phvul.001G105800.1	0
Phvul.001G105900.1	0
Phvul.001G106000.1	0
Phvul.001G106100.1	0
Phvul.001G106200.1	-0.95
Phvul.001G106300.1	0
Phvul.001G106400.1	0
Phvul.001G106500.1	0
Phvul.001G106600.1	0
Phvul.001G106700.1	0
Phvul.001G106800.1	0
Phvul.001G106900.1	-1.06
Phvul.001G107000.1	0
Phvul.001G107100.1	0
Phvul.001G107200.1	0
Phvul.001G107300.1	0
Phvul.001G107400.1	0
Phvul.001G1075000.1	0
Phvul.001G1075001.1	0
Phvul.001G107600.1	0
Phvul.001G107700.1	0
Phvul.001G107800.1	0
Phvul.001G107900.1	-0.66
Phvul.001G108000.1	0
Phvul.001G108100.1	0
Phvul.001G108200.1	0
Phvul.001G108300.1	0.82
Phvul.001G108400.1	0
Phvul.001G108500.1	0
Phvul.001G108600.1	0
Phvul.001G108700.1	-0.69
Phvul.001G108800.1	0
Phvul.001G108900.1	0
Phvul.001G109000.1	0
Phvul.001G109100.1	0
Phvul.001G109200.1	0
Phvul.001G109300.1	0
Phvul.001G109400.1	-0.62
Phvul.001G109500.1	-1.22
Phvul.001G109600.1	0
Phvul.001G109700.1	0.83
Phvul.001G109800.1	0
Phvul.001G109900.1	0
Phvul.001G110000.1	-0.73
Phvul.001G110100.1	-0.67
Phvul.001G110200.1	0
Phvul.001G110300.1	0
Phvul.001G110400.1	0
Phvul.001G110500.1	0
Phvul.001G110600.1	0
Phvul.001G110700.1	0
Phvul.001G110800.1	0
Phvul.001G110900.1	0
Phvul.001G111000.1	0
Phvul.001G111100.1	0
Phvul.001G111200.1	0
Phvul.001G111300.1	-0.74
Phvul.001G111400.1	0
Phvul.001G111500.1	-1.03
Phvul.001G1116001.1	0
Phvul.001G1116000.1	0
Phvul.001G111700.1	-0.69
Phvul.001G111800.1	0
Phvul.001G111900.1	0
Phvul.001G112000.1	0
Phvul.001G112100.1	0
Phvul.001G112200.1	0
Phvul.001G112300.1	0
Phvul.001G112400.1	0
Phvul.001G112500.1	0
Phvul.001G112600.1	0
Phvul.001G112700.1	0
Phvul.001G112800.1	0
Phvul.001G112900.1	0
Phvul.001G113000.1	0
Phvul.001G113100.1	0
Phvul.001G113200.1	0
Phvul.001G113300.1	0
Phvul.001G113400.1	0
Phvul.001G113500.1	-1.07
Phvul.001G113600.1	0
Phvul.001G113700.1	0
Phvul.001G113800.1	0
Phvul.001G113900.1	0
Phvul.001G114000.1	0
Phvul.001G114100.1	0
Phvul.001G114200.1	0
Phvul.001G114300.1	0
Phvul.001G114400.1	0
Phvul.001G114500.1	0
Phvul.001G114600.1	0
Phvul.001G1147000.1	0
Phvul.001G114800.1	0
Phvul.001G114900.1	0
Phvul.001G115000.1	0
Phvul.001G1151000.1	0
Phvul.001G1151001.1	0
Phvul.001G115200.1	0
Phvul.001G115300.1	0
Phvul.001G115400.1	0
Phvul.001G115500.1	0
Phvul.001G115600.1	0
Phvul.001G115700.1	0
Phvul.001G1158001.1	0
Phvul.001G1158000.1	0
Phvul.001G1159001.1	0
Phvul.001G1159000.1	0
Phvul.001G116000.1	0
Phvul.001G116100.1	0
Phvul.001G116200.1	0
Phvul.001G116300.1	0
Phvul.001G116400.1	0
Phvul.001G116500.1	0
Phvul.001G116600.1	-0.67
Phvul.001G116700.1	0
Phvul.001G116800.1	0
Phvul.001G116900.1	1.23
Phvul.001G117000.1	0
Phvul.001G117100.1	0
Phvul.001G117200.1	0
Phvul.001G117300.1	0
Phvul.001G117400.1	-0.55
Phvul.001G117500.1	0
Phvul.001G117600.1	0
Phvul.001G117700.1	0
Phvul.001G117800.1	0
Phvul.001G117900.1	0
Phvul.001G118000.1	0
Phvul.001G118100.1	0
Phvul.001G118200.1	0
Phvul.001G118300.1	0
Phvul.001G118400.1	0
Phvul.001G118500.1	0
Phvul.001G118600.1	-1.19
Phvul.001G118700.1	0
Phvul.001G118800.1	0
Phvul.001G118900.1	-1.38
Phvul.001G119000.1	0
Phvul.001G1191001.1	0
Phvul.001G1191000.1	0
Phvul.001G119200.1	0
Phvul.001G1193001.1	0
Phvul.001G1193000.1	0.51
Phvul.001G119400.1	0
Phvul.001G119500.1	0
Phvul.001G119600.1	0
Phvul.001G119700.1	0
Phvul.001G119800.1	0
Phvul.001G119900.1	0
Phvul.001G120000.1	0
Phvul.001G120100.1	0
Phvul.001G120200.1	0.78
Phvul.001G120300.1	0.61
Phvul.001G120400.1	0
Phvul.001G120500.1	0
Phvul.001G120600.1	0
Phvul.001G120700.1	0
Phvul.001G120800.1	0
Phvul.001G120900.1	0
Phvul.001G121000.1	0
Phvul.001G121100.1	0
Phvul.001G121200.1	-0.68
Phvul.001G121300.1	0
Phvul.001G121400.1	0
Phvul.001G121500.1	0
Phvul.001G121600.1	0
Phvul.001G121700.1	0
Phvul.001G121800.1	0
Phvul.001G121900.1	0
Phvul.001G122000.1	0
Phvul.001G122100.1	0
Phvul.001G122200.1	0
Phvul.001G122300.1	0
Phvul.001G122400.1	1.04
Phvul.001G122500.1	0
Phvul.001G122600.1	0
Phvul.001G122700.1	0
Phvul.001G122800.1	0
Phvul.001G122900.1	0
Phvul.001G123000.1	1.22
Phvul.001G123100.1	0
Phvul.001G123200.1	0
Phvul.001G123300.1	0.53
Phvul.001G123400.1	-0.62
Phvul.001G123500.1	0
Phvul.001G123600.1	0
Phvul.001G123700.1	-0.79
Phvul.001G123800.1	0
Phvul.001G123900.1	0
Phvul.001G124000.1	0
Phvul.001G124100.1	-0.81
Phvul.001G124200.1	0
Phvul.001G124300.1	0
Phvul.001G124400.1	-0.55
Phvul.001G1245000.1	0
Phvul.001G1245001.1	0
Phvul.001G124600.1	0
Phvul.001G124700.1	0
Phvul.001G124800.1	1.34
Phvul.001G124900.1	0
Phvul.001G125000.1	0
Phvul.001G125100.1	0
Phvul.001G125200.1	0
Phvul.001G125300.1	-0.88
Phvul.001G125400.1	0
Phvul.001G125500.1	0
Phvul.001G125600.1	0
Phvul.001G125700.1	0
Phvul.001G125800.1	-0.65
Phvul.001G125900.1	0
Phvul.001G126000.1	0
Phvul.001G126100.1	0
Phvul.001G126200.1	0
Phvul.001G126300.1	0
Phvul.001G126400.1	0
Phvul.001G126500.1	0
Phvul.001G126600.1	0
Phvul.001G126700.1	0
Phvul.001G126800.1	0
Phvul.001G126900.1	0
Phvul.001G127000.1	1.45
Phvul.001G127100.1	0
Phvul.001G127200.1	0
Phvul.001G127300.1	0
Phvul.001G127400.1	0
Phvul.001G127500.1	0
Phvul.001G127600.1	2.05
Phvul.001G127700.1	-1.08
Phvul.001G127800.1	0
Phvul.001G127900.1	1.3
Phvul.001G128000.1	0
Phvul.001G128100.1	0
Phvul.001G128200.1	0
Phvul.001G128300.1	0
Phvul.001G128400.1	0
Phvul.001G128500.1	-1.54
Phvul.001G128600.1	0
Phvul.001G128700.1	0
Phvul.001G128800.1	0
Phvul.001G128900.1	0
Phvul.001G129000.1	0
Phvul.001G129100.1	0
Phvul.001G129200.1	0
Phvul.001G129300.1	0.72
Phvul.001G129400.1	0
Phvul.001G129500.1	-0.58
Phvul.001G129600.1	0.44
Phvul.001G129700.1	0
Phvul.001G129800.1	0
Phvul.001G129900.1	-0.97
Phvul.001G130000.1	0
Phvul.001G130100.1	0
Phvul.001G130200.1	2.34
Phvul.001G130300.1	0
Phvul.001G130400.1	0
Phvul.001G130500.1	0
Phvul.001G130600.1	0
Phvul.001G130700.1	0
Phvul.001G130800.1	0
Phvul.001G130900.1	-0.89
Phvul.001G131000.1	0
Phvul.001G1311000.1	0
Phvul.001G1311001.1	0
Phvul.001G131200.1	0
Phvul.001G131300.1	0
Phvul.001G131400.1	0
Phvul.001G131500.1	0
Phvul.001G131600.1	-0.83
Phvul.001G131700.1	-0.44
Phvul.001G131800.1	0
Phvul.001G131900.1	0
Phvul.001G132000.1	0
Phvul.001G132100.1	0
Phvul.001G132200.1	0
Phvul.001G132300.1	0
Phvul.001G132400.1	0
Phvul.001G1325001.1	0
Phvul.001G1325000.1	0
Phvul.001G1326001.1	0
Phvul.001G1326000.1	0
Phvul.001G132700.1	0
Phvul.001G132800.1	0
Phvul.001G132900.1	0
Phvul.001G133000.1	0.78
Phvul.001G1331001.1	0
Phvul.001G1331000.1	0
Phvul.001G1332000.1	0
Phvul.001G1332001.1	0
Phvul.001G1333000.1	0
Phvul.001G1333001.1	0
Phvul.001G133400.1	0
Phvul.001G133500.1	0
Phvul.001G133600.1	0
Phvul.001G133700.1	0
Phvul.001G133800.1	0
Phvul.001G133900.1	0
Phvul.001G134000.1	0
Phvul.001G134100.1	0
Phvul.001G134200.1	0
Phvul.001G134300.1	0
Phvul.001G134400.1	0
Phvul.001G134500.1	0
Phvul.001G134600.1	-0.46
Phvul.001G134700.1	0
Phvul.001G134800.1	0
Phvul.001G134900.1	0
Phvul.001G135000.1	0
Phvul.001G135100.1	0
Phvul.001G135200.1	0.51
Phvul.001G135300.1	1.6
Phvul.001G135400.1	0
Phvul.001G135500.1	0
Phvul.001G135600.1	0.69
Phvul.001G135700.1	0
Phvul.001G135800.1	0
Phvul.001G135900.1	0
Phvul.001G136000.1	0
Phvul.001G136100.1	0
Phvul.001G136200.1	0
Phvul.001G136300.1	0
Phvul.001G136400.1	0
Phvul.001G136500.1	0
Phvul.001G136600.1	0
Phvul.001G136700.1	0
Phvul.001G136800.1	0
Phvul.001G136900.1	0
Phvul.001G137000.1	0
Phvul.001G137100.1	0
Phvul.001G137200.1	0
Phvul.001G137300.1	-0.86
Phvul.001G137400.1	0
Phvul.001G137500.1	0
Phvul.001G137600.1	0
Phvul.001G137700.1	0
Phvul.001G137800.1	0
Phvul.001G1379001.1	0
Phvul.001G1379000.1	0
Phvul.001G138000.1	0
Phvul.001G138100.1	0
Phvul.001G138200.1	0
Phvul.001G138300.1	0
Phvul.001G138400.1	0
Phvul.001G138500.1	-0.55
Phvul.001G138600.1	0
Phvul.001G138700.1	0
Phvul.001G138800.1	0
Phvul.001G138900.1	0
Phvul.001G139000.1	0
Phvul.001G139100.1	0
Phvul.001G139200.1	0
Phvul.001G139300.1	0
Phvul.001G139400.1	0
Phvul.001G1395000.1	0
Phvul.001G1395001.1	0
Phvul.001G139600.1	0
Phvul.001G139700.1	0
Phvul.001G139800.1	-0.65
Phvul.001G139900.1	0
Phvul.001G140000.1	0
Phvul.001G140100.1	1.02
Phvul.001G140200.1	-0.93
Phvul.001G140300.1	0
Phvul.001G140400.1	0
Phvul.001G140500.1	0
Phvul.001G140600.1	-0.77
Phvul.001G140700.1	0
Phvul.001G140800.1	0
Phvul.001G140900.1	0
Phvul.001G141000.1	0
Phvul.001G141100.1	0
Phvul.001G141200.1	0.71
Phvul.001G141300.1	0
Phvul.001G141400.1	0
Phvul.001G141500.1	0
Phvul.001G141600.1	0
Phvul.001G141700.1	0
Phvul.001G141800.1	0
Phvul.001G141900.1	0
Phvul.001G142000.1	0
Phvul.001G142100.1	-0.68
Phvul.001G142200.1	0
Phvul.001G142300.1	0
Phvul.001G142400.1	0
Phvul.001G142500.1	0
Phvul.001G142600.1	0
Phvul.001G142700.1	0
Phvul.001G142800.1	0
Phvul.001G142900.1	0
Phvul.001G143000.1	0
Phvul.001G143100.1	0
Phvul.001G143200.1	0
Phvul.001G143300.1	0
Phvul.001G143400.1	0
Phvul.001G143500.1	0
Phvul.001G143600.1	0
Phvul.001G143700.1	0
Phvul.001G143800.1	0
Phvul.001G143900.1	0
Phvul.001G144000.1	0
Phvul.001G144100.1	0
Phvul.001G144200.1	0
Phvul.001G144300.1	0
Phvul.001G144400.1	0
Phvul.001G144500.1	0
Phvul.001G144600.1	0
Phvul.001G144700.1	0
Phvul.001G144800.1	0
Phvul.001G144900.1	-0.85
Phvul.001G145000.1	0
Phvul.001G145100.1	-1.19
Phvul.001G145200.1	0
Phvul.001G145300.1	0
Phvul.001G145400.1	0
Phvul.001G145500.1	0
Phvul.001G145600.1	1.9
Phvul.001G145700.1	0
Phvul.001G145800.1	0
Phvul.001G145900.1	0
Phvul.001G146000.1	0
Phvul.001G146100.1	-0.85
Phvul.001G146200.1	0
Phvul.001G146300.1	0
Phvul.001G146400.1	0
Phvul.001G146500.1	0
Phvul.001G146600.1	0
Phvul.001G146700.1	0
Phvul.001G146800.1	-0.61
Phvul.001G146900.1	1.95
Phvul.001G147000.1	2.58
Phvul.001G147100.1	-0.69
Phvul.001G147200.1	0
Phvul.001G147300.1	0
Phvul.001G147400.1	0
Phvul.001G147500.1	0
Phvul.001G147600.1	0
Phvul.001G147700.1	0.79
Phvul.001G147800.1	0.58
Phvul.001G147900.1	0
Phvul.001G148000.1	0
Phvul.001G148100.1	0
Phvul.001G148200.1	0
Phvul.001G148300.1	0
Phvul.001G148400.1	0
Phvul.001G148500.1	0
Phvul.001G148600.1	0
Phvul.001G148700.1	-1.04
Phvul.001G148800.1	0
Phvul.001G148900.1	0
Phvul.001G149000.1	0
Phvul.001G149100.1	0
Phvul.001G149200.1	0
Phvul.001G149300.1	0
Phvul.001G149400.1	0
Phvul.001G149500.1	-0.69
Phvul.001G149600.1	0
Phvul.001G149700.1	0
Phvul.001G149800.1	0
Phvul.001G149900.1	0
Phvul.001G150000.1	0
Phvul.001G150100.1	0
Phvul.001G150200.1	0
Phvul.001G1503000.1	0
Phvul.001G1503001.1	0
Phvul.001G150400.1	0
Phvul.001G150500.1	0
Phvul.001G150600.1	0
Phvul.001G150700.1	0
Phvul.001G150800.1	0
Phvul.001G150900.1	0
Phvul.001G151000.1	0
Phvul.001G151100.1	0
Phvul.001G151200.1	0
Phvul.001G151300.1	0
Phvul.001G151400.1	-1.38
Phvul.001G151500.1	0
Phvul.001G151600.1	0
Phvul.001G151700.1	0
Phvul.001G151800.1	0
Phvul.001G151900.1	0
Phvul.001G152000.1	0
Phvul.001G152100.1	0
Phvul.001G152200.1	0
Phvul.001G152300.1	0
Phvul.001G152400.1	0
Phvul.001G152500.1	0
Phvul.001G152600.1	0
Phvul.001G152700.1	0
Phvul.001G152800.1	0
Phvul.001G152900.1	0
Phvul.001G153000.1	0
Phvul.001G153100.1	-0.79
Phvul.001G153200.1	0
Phvul.001G153300.1	0
Phvul.001G153400.1	0
Phvul.001G153500.1	0
Phvul.001G153600.1	0
Phvul.001G153700.1	0
Phvul.001G153800.1	0
Phvul.001G153900.1	0
Phvul.001G154000.1	0
Phvul.001G154100.1	0
Phvul.001G154200.1	0
Phvul.001G154300.1	0
Phvul.001G154400.1	0
Phvul.001G154500.1	0
Phvul.001G154600.1	0
Phvul.001G154700.1	0
Phvul.001G154800.1	0
Phvul.001G154900.1	0
Phvul.001G155000.1	0
Phvul.001G155100.1	-1.37
Phvul.001G155200.1	1.66
Phvul.001G155300.1	0
Phvul.001G155400.1	4
Phvul.001G155500.1	0
Phvul.001G155600.1	0
Phvul.001G155700.1	-0.72
Phvul.001G155800.1	0
Phvul.001G155900.1	1.44
Phvul.001G156000.1	0
Phvul.001G156100.1	0
Phvul.001G156200.1	0
Phvul.001G1563001.1	0
Phvul.001G1563000.1	0
Phvul.001G156400.1	0
Phvul.001G156500.1	0
Phvul.001G156600.1	0
Phvul.001G156700.1	0
